feature	left_q05	left_q95	population_left	population_right	q05_q95_interval_overlap	right_q05	right_q95	side_count
angle_gap_cv	0.08880158795700899	0.4276612068472411	primal-hull-uniform-disk[points=n+4,origin=interior]	zonogon[lengths=uniform(0.5,1.5)]	0.36516237292081055	0.10995566931636469	0.9588406749244233	4
log_perimeter	1.3866981498765056	1.388654574687121	regular-mutation[steps=4,scale=0.03]	repulsive-gap[alpha=16]	0.0017098086132618666	1.3884986677214526	1.4778820194974707	4
covariance_anisotropy	1.043180013305982	1.2131483362267557	regular-mutation[steps=4,scale=0.03]	repulsive-gap[alpha=16]	0.07700571732886238	1.0718143214868243	2.8785504201076884	4
radial_rms	0.7074416650822625	0.7094131936153507	regular-mutation[steps=4,scale=0.03]	repulsive-gap[alpha=16]	0.006221643852822601	0.7088477833931989	0.7983196123783503	4
angle_gap_cv	0.025606612856794293	0.0629196900701239	regular-mutation[steps=4,scale=0.03]	repulsive-gap[alpha=16]	0.014109012547120554	0.05865718423584082	0.32771888471475563	4
log_perimeter	1.3866981498765056	1.388654574687121	regular-mutation[steps=4,scale=0.03]	repulsive-gap[alpha=1]	0.0	1.430732433898027	2.4539278523426935	4
covariance_anisotropy	1.043180013305982	1.2131483362267557	regular-mutation[steps=4,scale=0.03]	repulsive-gap[alpha=1]	0.0	1.5141188267292491	303.00990259221754	4
radial_rms	0.7074416650822625	0.7094131936153507	regular-mutation[steps=4,scale=0.03]	repulsive-gap[alpha=1]	0.0	0.7468739373239729	2.7177225215915524	4
angle_gap_cv	0.025606612856794293	0.0629196900701239	regular-mutation[steps=4,scale=0.03]	repulsive-gap[alpha=1]	0.0	0.26309184460831464	0.7887759247728742	4
log_perimeter	1.3866981498765056	1.388654574687121	regular-mutation[steps=4,scale=0.03]	repulsive-gap[alpha=4]	0.0	1.4193176116480597	1.871765018760753	4
covariance_anisotropy	1.043180013305982	1.2131483362267557	regular-mutation[steps=4,scale=0.03]	repulsive-gap[alpha=4]	0.0	1.3663138516067757	20.55553122171811	4
radial_rms	0.7074416650822625	0.7094131936153507	regular-mutation[steps=4,scale=0.03]	repulsive-gap[alpha=4]	0.0	0.7399926184351184	1.3333546187389718	4
angle_gap_cv	0.025606612856794293	0.0629196900701239	regular-mutation[steps=4,scale=0.03]	repulsive-gap[alpha=4]	0.0	0.20921976904709866	0.5488821688088872	4
log_perimeter	1.3866981498765056	1.388654574687121	regular-mutation[steps=4,scale=0.03]	repulsive-gap[regular]	0.0	1.3862943611198906	1.3862943611198906	4
covariance_anisotropy	1.043180013305982	1.2131483362267557	regular-mutation[steps=4,scale=0.03]	repulsive-gap[regular]	0.0	1.0	1.000000000000001	4
radial_rms	0.7074416650822625	0.7094131936153507	regular-mutation[steps=4,scale=0.03]	repulsive-gap[regular]	0.0	0.7071067811865476	0.7071067811865477	4
angle_gap_cv	0.025606612856794293	0.0629196900701239	regular-mutation[steps=4,scale=0.03]	repulsive-gap[regular]	0.0	7.507042253784959e-17	5.000895941986525e-16	4
log_perimeter	1.3866981498765056	1.388654574687121	regular-mutation[steps=4,scale=0.03]	zonogon[lengths=uniform(0.5,1.5)]	0.0	1.4051741627115668	2.7629580402652314	4
covariance_anisotropy	1.043180013305982	1.2131483362267557	regular-mutation[steps=4,scale=0.03]	zonogon[lengths=uniform(0.5,1.5)]	0.0	1.958418254553668	1012.4016740976685	4
radial_rms	0.7074416650822625	0.7094131936153507	regular-mutation[steps=4,scale=0.03]	zonogon[lengths=uniform(0.5,1.5)]	0.0	0.7269817811989431	2.8195618340368234	4
