effective_covariance_rank	eigenvalue_1	eigenvalue_2	eigenvalue_3	eigenvalue_4	feature	mean	n	population	q05	q95	side_count	std
1.0843319499889297	0.14868959486319816	0.006164416153143302	8.722146613539668e-05	2.415115283830712e-05	radial_rms	0.6557714635881325	24	repulsive-gap[alpha=4]	0.6248776032299415	0.7117421317620198	6	0.03350835061301817
1.0843319499889297	0.14868959486319816	0.006164416153143302	8.722146613539668e-05	2.415115283830712e-05	angle_gap_cv	0.43659770987439334	24	repulsive-gap[alpha=4]	0.25029320116132875	0.6332331261403571	6	0.13127649669198552
NA	5.142588517663951e-31	9.822925708613508e-32	1.9701817387487324e-32	9.499252989146669e-34	log_perimeter	1.3143738430069456	24	repulsive-gap[regular]	1.3143738430069454	1.3143738430069456	6	2.220446049250313e-16
NA	5.142588517663951e-31	9.822925708613508e-32	1.9701817387487324e-32	9.499252989146669e-34	covariance_anisotropy	1.0000000000000002	24	repulsive-gap[regular]	1.0	1.0000000000000004	6	1.5355807177111483e-16
NA	5.142588517663951e-31	9.822925708613508e-32	1.9701817387487324e-32	9.499252989146669e-34	radial_rms	0.6204032394013997	24	repulsive-gap[regular]	0.6204032394013997	0.6204032394013999	6	3.273869090378792e-17
NA	5.142588517663951e-31	9.822925708613508e-32	1.9701817387487324e-32	9.499252989146669e-34	angle_gap_cv	6.721136073207434e-16	24	repulsive-gap[regular]	3.3690915591456036e-16	1.2214206524063387e-15	6	3.100920647323236e-16
1.0041597517819842	18.065212490818542	0.037091510002101175	0.00043668851871688094	4.4371037887287646e-05	log_perimeter	1.4471847164319256	24	zonogon[lengths=uniform(0.5,1.5)]	1.3250919563078354	1.6738676035477644	6	0.1168992466023
1.0041597517819842	18.065212490818542	0.037091510002101175	0.00043668851871688094	4.4371037887287646e-05	covariance_anisotropy	4.731385976272321	24	zonogon[lengths=uniform(0.5,1.5)]	1.4453674338903448	14.661210327968577	6	4.244280680827645
1.0041597517819842	18.065212490818542	0.037091510002101175	0.00043668851871688094	4.4371037887287646e-05	radial_rms	0.7077153957518331	24	zonogon[lengths=uniform(0.5,1.5)]	0.6299774333496425	0.8908706371876967	6	0.08495101776382476
1.0041597517819842	18.065212490818542	0.037091510002101175	0.00043668851871688094	4.4371037887287646e-05	angle_gap_cv	0.5514413218476005	24	zonogon[lengths=uniform(0.5,1.5)]	0.16350822416158184	0.9842117408964799	6	0.26073828536518806
