stratum	n	model	fit_threshold_quantile	fit_threshold	test_threshold_quantile	test_threshold	observed_exceedances	observed_rate	fit_status	fit_tail_n	status	predicted_probability	predicted_expected_count	predicted_over_observed_count	observed_rate_wilson_95_lower	observed_rate_wilson_95_upper	predicted_inside_wilson_interval	binomial_log_score	shape	scale	endpoint
dataset:random_product_sample	10240	gpd_excess	0.84999999999999998	0.57381204426018217	0.98999999999999999	0.76051313149295285	103	0.010058593750000001	ok	1536	ok	0.010876502436216939	111.37538494686146	1.0813144169598199	0.008301238936614698	0.012183406366052044	yes	-576.53759091608049	-0.37898265408652199	0.11229802753799244	0.8701264700712239
product:5x6	1024	exponential_excess	0.75	0.59026793910203557	0.90000000000000002	0.66943363963699265	103	0.1005859375	ok	256	ok	0.090549675861394285	92.722868082067748	0.90022202021425002	0.083630257912360048	0.12052716054929473	yes	-334.80786163059503	0	0.077952578099546338	infinite
product:5x6	1024	exponential_excess	0.75	0.59026793910203557	0.94999999999999996	0.71457156851790737	52	0.05078125	ok	256	ok	0.05074713514202317	51.965066385431726	0.99932819971984088	0.038933483946073148	0.065986839996130239	yes	-205.62862599926385	0	0.077952578099546338	infinite
product:5x6	1024	exponential_excess	0.75	0.59026793910203557	0.98999999999999999	0.7926715918074011	11	0.0107421875	ok	256	ok	0.018633549509565913	19.080754697795495	1.7346140634359541	0.0060087122945773229	0.019132770955518102	yes	-62.864570150026552	0	0.077952578099546338	infinite
product:5x6	1024	gpd_excess	0.75	0.59026793910203557	0.90000000000000002	0.66943363963699265	103	0.1005859375	ok	256	ok	0.10352715844615305	106.01181024886073	1.0292408762025314	0.083630257912360048	0.12052716054929473	yes	-334.2494790422212	-0.35691466904274494	0.10466240773424509	0.88351004096059071
product:5x6	1024	gpd_excess	0.75	0.59026793910203557	0.94999999999999996	0.71457156851790737	52	0.05078125	ok	256	ok	0.05332336454831188	54.603125297471365	1.0500601018744493	0.038933483946073148	0.065986839996130239	yes	-205.6951659712301	-0.35691466904274494	0.10466240773424509	0.88351004096059071
product:5x6	1024	gpd_excess	0.75	0.59026793910203557	0.98999999999999999	0.7926715918074011	11	0.0107421875	ok	256	ok	0.0093745491520094947	9.5995383316577225	0.87268530287797474	0.0060087122945773229	0.019132770955518102	yes	-60.908535556407237	-0.35691466904274494	0.10466240773424509	0.88351004096059071
product:5x6	1024	exponential_excess	0.80000000000000004	0.61708626676858225	0.90000000000000002	0.66943363963699265	103	0.1005859375	ok	205	ok	0.091255572185791042	93.445705918250027	0.90723986328398087	0.083630257912360048	0.12052716054929473	yes	-334.7231586936847	0	0.066631127955188413	infinite
product:5x6	1024	exponential_excess	0.80000000000000004	0.61708626676858225	0.94999999999999996	0.71457156851790737	52	0.05078125	ok	205	ok	0.046350588906061176	47.463003039806644	0.91275005845782009	0.038933483946073148	0.065986839996130239	yes	-205.84941859889165	0	0.066631127955188413	infinite
product:5x6	1024	exponential_excess	0.80000000000000004	0.61708626676858225	0.98999999999999999	0.7926715918074011	11	0.0107421875	ok	205	ok	0.014355150690476201	14.69967430704763	1.3363340279134208	0.0060087122945773229	0.019132770955518102	yes	-61.327263185866869	0	0.066631127955188413	infinite
